date,election_type,level,election_name,registration,registration_basis,total_turnout,total_turnout_class,turnout_pct,night_of_count,night_count_class,night_observed_at,night_pct_of_final,eday_turnout,vbm_turnout,registration_source,total_turnout_source,night_of_count_source,eday_turnout_source,vbm_turnout_source,sources_record_id
1914-11-03,General,city,,161846,as recorded for this election,134492,certified / official canvass,83.1,5612,actual count as reported by the source,1914-11-04T03:00:00,4.2,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 134,492 = CA SoS Statement of Vote SF total ballots cast (Governor contest 132,103: Johnson 72,257+Fredericks 36,606+Curtin 16,167+Richardson 6,346+Moore 723). https://archive.org/details/","SF Chronicle (NewsBank image scan via SFPL), 1914-11-04 Governor SF sum=5612, 320/525 precincts, 0.610",,,1914-11-03
1915-03-16,Special,city,,162137,as recorded for this election,55611,news-derived complete count,34.3,41388,actual count as reported by the source,1915-03-17T03:00:00,74.4,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","SF Call 1915-03-17 day+1 complete tabulation, largest measure sum (news-derived final)","SF Chronicle 1915-03-17 p1 (NewsBank image edition via SFPL, masthead-verified): 36-row YES/NO table, 'Total Vote Polled' 41,388 at 352 of 395 precincts, verbatim 'the count having been completed up t",,,1915-03-16
1915-04-20,Special,city,,162812,as recorded for this election,73583,certified / official canvass,45.2,73656,actual count as reported by the source,1915-04-21T03:00:00,100.1,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","SF Municipal Reports Dept of Elections canvass: official Total Vote 73,583","SF Chronicle (NewsBank image scan via SFPL), 1915-04-21 p1 'TOTAL VOTE ON PURCHASE' — HAND era, SINGLE-QUESTION → COMPLETE",,,1915-04-20
1915-09-28,Primary,city,Municipal primary — registrar cumulative table,179592,as recorded for this election,119105,certified / official canvass,66.3,27856,lower bound (only part of the count could be extracted; the true night count is higher),1915-09-29T03:00:00,23.4,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","Registrar cumulative table official total 119,105 (data/sources/sf_turnout_registrar_1899_1916.csv)","SF Chronicle 1915-09-29 p1 (NewsBank): 'the complete count tabulated from 189 out of 651 precincts in the city, at an early hour this morning' (Registrar Zemansky)",,,1915-09-28
1915-10-26,Special,city,,180204,as recorded for this election,48884,certified / official canvass,27.1,48817,actual count as reported by the source,1915-10-27T03:00:00,99.9,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","Municipal Reports official: 48,884","SF Chronicle 1915-10-27 p1+p2 'S. F. 27 to 20 Against No Party' box (NewsBank image edition via SFPL, masthead-verified): 'COMPLETE semi-official returns from the 651 precincts of San Francisco ... to",,,1915-10-26
1915-11-09,Municipal,city,General municipal (Rolph re-elected) — registrar cumulative table,180204,as recorded for this election,83297,certified / official canvass,46.2,83138,actual count as reported by the source,1915-11-10T03:00:00,99.8,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","Registrar cumulative table official total 83,297 (data/sources/sf_turnout_registrar_1899_1916.csv)","SF Chronicle 1915-11-10 p3 'ONLY 83,138 ENTER POLLS' (NewsBank): 'In a total vote of 83,138 ... complete returns from yesterday's final municipal election'",,,1915-11-09
1916-05-02,Primary,city,Presidential primary — registrar cumulative table,118927,as recorded for this election,48150,certified / official canvass,40.5,46832,actual count as reported by the source,1916-05-03T03:00:00,97.3,,,"SF Municipal Reports registrar cumulative table ('Registration and votes cast at each Election since the Act of March 18, 1878'): munisanfrancisco65sanfrich p.329","Registrar cumulative table official total 48,150 (data/sources/sf_turnout_registrar_1899_1916.csv)","SF Chronicle 1916-05-03 p2 box 'Regulars Lead by 6000 Votes in S. F.' (NewsBank): '362 out of 370 precincts complete in San Francisco at midnight ... a total vote of 46,832 returned with the count com",,,1916-05-02
1916-08-29,Primary,city,State primary — FY1916-17 Municipal Reports canvass,,,76902,certified / official canvass,,54346,lower bound (only part of the count could be extracted; the true night count is higher),1916-08-30T03:00:00,70.7,,,,"FY1916-17 Municipal Reports canvass total 76,902 (data/sources/sf_turnout_registrar_1899_1916.csv)","SF Chronicle 1916-08-30 p1 'SAN FRANCISCO / Total vote, 575 Precincts' box (NewsBank): republican US Senate contest floor Booth 22,062 + Johnson 32,284 = 54,346, complete overnight",,,1916-08-29
1916-11-07,General,city,,184819,as recorded for this election,155747,certified / official canvass,84.3,4674,actual count as reported by the source,1916-11-08T03:00:00,3.0,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 155,747 consistent (>= SOV SF President 149,152: Wilson 78,225+Hughes 63,093+Benson 6,423+Hanly 1,404). CA SoS Statement of Vote 1916, https://archive.org/details/statementofvo19081922cali","SF Chronicle (NewsBank image scan via SFPL), 1916-11-08 Charter amendments (president virtually none) SF sum=4674, 300/684 precincts, PARTIAL (president ""virtually none at hand"")",,,1916-11-07
1917-10-30,Special,city,,184819,reused from nearest general (approximate),45183,certified / official canvass,24.4,45183,actual count as reported by the source,1917-10-31T03:00:00,100.0,,,1916-11-07 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1917-10-31 p1 — complete total ballots cast 45,183 (single-question bond)","SF Chronicle (NewsBank image scan via SFPL), 1917-10-31 p1 'SCHOOL BONDS AUTHORIZED' — HAND era, SINGLE-QUESTION → COMPLETE ~2 hrs after polls closed",,,1917-10-30
1917-11-06,Municipal,city,,184819,reused from nearest general (approximate),94774,certified / official canvass,51.3,4316,actual count as reported by the source,1917-11-07T02:30:00,4.6,,,1916-11-07 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1917-11-08 p1 'Complete Unofficial Returns' — total vote cast 94,774 (City Attorney complete Lull 52,652+Hennessy 37,178=89,830)","SF Chronicle (NewsBank image scan via SFPL), 1917-11-07 p2 'Count in Three Precincts of Each Assembly District' (2:30 AM)",,,1917-11-06
1918-11-05,General,city,,175109,as recorded for this election,103011,certified / official canvass,58.8,0,actual count as reported by the source,1918-11-06T03:00:00,0.0,,,SF Dept. of Elections historical turnout table (1899-2019),"DOE turnout 103,011 = CA SoS Statement of Vote SF total ballots cast (Governor 100,382: Bell 56,726+Stephens 36,099+Roser 5,249+Rolph w-i 2,302). https://archive.org/details/statementofvo19081922cali","SF Chronicle (NewsBank image scan via SFPL), 1918-11-06: NO SF count published by the morning paper",,,1918-11-05
1920-11-02,General,city,,210024,as recorded for this election,154592,certified / official canvass,73.6,102330,actual count as reported by the source,1920-11-03T03:00:00,66.2,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 154,592 consistent (>= SOV SF President 147,450: Harding 96,105+Cox 32,637+Debs 17,049+Watkins 1,630). CA SoS Statement of Vote 1920, https://archive.org/details/statementofvo19081922cali/","SF Chronicle (NewsBank image scan via SFPL), 1920-11-03 President SF sum=102330, 700/771 precincts, 0.908",,,1920-11-02
1921-03-08,Special,city,,210024,reused from nearest general (approximate),74191,news-derived complete count,35.3,74079,actual count as reported by the source,1921-03-08T21:30:00,99.8,,,1920-11-02 general-election registration (SF DOE historical turnout table),SF Call 1921-03-09 complete unofficial count (news-derived final),"SF Call via CDNC (agent recovery, operator-authorized ingest 2026-07-08), 1921-03-09: 'The unofficial count at the close of the polls last night, showing the 419 precincts complete'",,,1921-03-08
1922-11-07,General,city,,201563,as recorded for this election,134503,certified / official canvass,66.7,35601,actual count as reported by the source,1922-11-08T03:00:00,26.5,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 134,503 consistent (>= SOV SF Governor 132,225: Woolwine 70,464+Richardson 56,302+Horr 5,336). CA SoS Statement of Vote 1922, https://archive.org/details/statementofvo19081922cali/page/12","SF Chronicle (NewsBank image scan via SFPL), 1922-11-08 Governor SF sum=35601, 289/~750 precincts, partial",,,1922-11-07
1922-11-21,Special,city,,201563,reused from nearest general (approximate),81363,news-derived complete count,40.4,80766,lower bound (only part of the count could be extracted; the true night count is higher),1922-11-22T03:00:00,99.3,,,1922-11-07 general-election registration (SF DOE historical turnout table),"SF Call 1922-11-23 complete district table, school-bond ballots (news-derived final)",SF Chronicle 1922-11-22 p1 'Results of Bond Vote Yesterday',,,1922-11-21
1923-11-06,Municipal,city,,201563,reused from nearest general (approximate),127983,certified / official canvass,63.5,94816,actual count as reported by the source,1923-11-07T03:00:00,74.1,,,1922-11-07 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1923-11-08 p1 'Complete Vote Registered at Polls Tuesday' — total vote of city 127,983, all 604 precincts","SF Chronicle (NewsBank image scan via SFPL), 1923-11-07 'Latest Figures' box: Sheriff Finn 59,829+Robb 30,962+Rock 4,025=94,816 (largest single-seat contest), 505/604 precincts complete, semi-official",,,1923-11-06
1924-10-07,Special,city,,219434,reused from nearest general (approximate),71867,news-derived complete count,32.8,71867,actual count as reported by the source,1924-10-08T03:00:00,100.0,,,1924-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1924-10-08 p1 — complete semi-official total 71,867 (single-question bond)","SF Chronicle (NewsBank image scan via SFPL), 1924-10-08 p1 'HETCH HETCHY BONDS CARRY' — machine-transition era, SINGLE-QUESTION → COMPLETE semi-official",,,1924-10-07
1924-11-04,General,city,,219434,as recorded for this election,159649,certified / official canvass,72.8,56871,actual count as reported by the source,1924-11-05T03:00:00,35.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 159,649 consistent (>= SOV SF President 153,950: Coolidge 73,494+La Follette 68,864+Davis 9,811+Faris 1,781). CA SoS Statement of Vote 1924, https://archive.org/details/statementofvote1924","SF Chronicle (NewsBank image scan via SFPL), 1924-11-05 President SF sum=56871, 343/unknown precincts, partial",,,1924-11-04
1925-11-03,Municipal,city,,219434,reused from nearest general (approximate),124819,news-derived complete count,56.9,114975,actual count as reported by the source,1925-11-04T02:00:00,92.1,,,1924-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1925-11-05 p3 'Complete Returns' — Total vote of city 124,819 (complete 819/819 precincts, semi-official, tabulated by Registrar Zemansky)","SF Chronicle (NewsBank image scan via SFPL), 1925-11-04 p1 'Latest Returns' box: City Attorney O'Toole 73282 + Lull 41693 = 114975 (largest clean head-to-head)",,,1925-11-03
1926-11-02,General,city,,222799,as recorded for this election,130835,certified / official canvass,58.7,92732,actual count as reported by the source,1926-11-03T03:00:00,70.9,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 130,835 consistent (>= SOV SF Governor 125,301: Young 73,012+Wardell 47,757+Sinclair 4,532). CA SoS Statement of Vote 1926, https://archive.org/details/statementofvote192430cali/page/n205","SF Chronicle (NewsBank image scan via SFPL), 1926-11-03 GOVERNOR SF sum=92732, 703/892 precincts, PARTIAL",,,1926-11-02
1927-06-14,Special,city,,222799,reused from nearest general (approximate),70615,single-contest floor (a lower bound on ballots cast),31.7,70615,actual count as reported by the source,1927-06-15T03:00:00,100.0,,,1926-11-02 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1927-06-15 p1 — largest prop 70,615 (complete, all precincts)","SF Chronicle (NewsBank image scan via SFPL), 1927-06-15 p1 'Final Returns Of Election' — lever-machine era, COMPLETE",,,1927-06-14
1927-11-08,Municipal,city,,222799,reused from nearest general (approximate),163187,certified / official canvass,73.2,163187,actual count as reported by the source,1927-11-08T23:30:00,100.0,,,1926-11-02 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1927-11-09 p1 'COMPLETE ELECTION RETURNS' box — 'The total vote was 163,187'","SF Chronicle (NewsBank image scan via SFPL), 1927-11-09 p1 'COMPLETE ELECTION RETURNS' box (reported to Registrar 11:30pm election night): Mayor Rolph 90,344+Power 59,442+Uhl 11,396=161,182",,,1927-11-08
1928-05-01,Special,city,,253053,reused from nearest general (approximate),116237,certified / official canvass,45.9,116237,actual count as reported by the source,1928-05-01T23:15:00,100.0,,,1928-11-06 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1928-05-02 p1 — printed complete total vote 116,237 (all 806 precincts, election night)","SF Chronicle (NewsBank image scan via SFPL), 1928-05-02 p1 'COMPLETE S.F. VOTE' — lever-machine era, COMPLETE all 806/806 precincts, tabulated 11:15pm election night",,,1928-05-01
1928-08-28,Primary,city,,253053,reused from nearest general (approximate),50641,single-contest floor (a lower bound on ballots cast),20.0,50641,actual count as reported by the source,1928-08-29T00:00:00,100.0,,,1928-11-06 general-election registration (SF DOE historical turnout table),"SF Chronicle 1928-08-29 midnight-compiled count, Senate field (news-derived final)","SF Chronicle via NewsBank page image (SFPL ezproxy), 1928-08-29 p1 'S.F. ELECTION RETURNS' box (operator-verified verbatim 2026-07-08): 'Here are primary returns from 1000 out of 1003 precincts in San",,,1928-08-28
1928-11-06,General,city,,253053,as recorded for this election,199665,certified / official canvass,78.9,181264,actual count as reported by the source,1928-11-07T03:00:00,90.8,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 199,665 consistent (>= SOV SF President 195,468: Smith 96,632+Hoover 95,987+Thomas 2,799). CA SoS Statement of Vote 1928, https://archive.org/details/statementofvote192639cali/page/n235","SF Chronicle (NewsBank image scan via SFPL), 1928-11-07 PRESIDENT SF sum=181264, 970/1006 precincts, PARTIAL",,,1928-11-06
1929-11-05,Municipal,city,,253053,reused from nearest general (approximate),96319,news-derived complete count,38.1,96319,actual count as reported by the source,1929-11-06T00:00:00,100.0,,,1928-11-06 general-election registration (SF DOE historical turnout table),SF Chronicle 1929-11-07 recheck-confirmed count (news-derived final),"SF Chronicle via NewsBank page image (SFPL ezproxy), 1929-11-06 p1 'RETURNS' box + 1929-11-07 p2 recheck (operator-attended read 2026-07-08): 'Returns from 734 scattered precincts [received] at 12 o'c",,,1929-11-05
1930-08-26,Primary,city,,228582,reused from nearest general (approximate),139235,certified / official canvass,60.9,139235,actual count as reported by the source,1930-08-27T03:00:00,100.0,,,1930-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1930-08-27 p1 — printed complete SF total vote 139,235 (largest primary turnout to date)","SF Chronicle (NewsBank image scan via SFPL), 1930-08-27 p1 — COMPLETE SF count",,,1930-08-26
1930-11-04,General,city,,228582,as recorded for this election,158629,certified / official canvass,69.4,145301,actual count as reported by the source,1930-11-05T03:00:00,91.6,,,recovered canvass records (data/sf_archival_canvass_points.csv),DOE historical voter turnout table (certified),"SF Chronicle (NewsBank image scan via SFPL), 1930-11-05 GOVERNOR SF sum=145301, 1155/1155 precincts, COMPLETE",,,1930-11-04
1931-02-06,Special,city,,228582,reused from nearest general (approximate),84725,news-derived complete count,37.1,84725,actual count as reported by the source,1931-02-07T03:00:00,100.0,,,1930-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle 1931-02-07 'Total vote cast 84,725' (news-derived final, complete count)","SF Chronicle via NewsBank page image (SFPL ezproxy), 1931-02-07 p1 'Complete Returns' box (operator-attended read 2026-07-08): 'Final semi official returns from the 788 precincts of San Francisco gave",,,1931-02-06
1931-03-26,Special,city,,228582,reused from nearest general (approximate),104727,single-contest floor (a lower bound on ballots cast),45.8,104727,actual count as reported by the source,1931-03-27T03:00:00,100.0,,,1930-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1931-03-27 p1 — New Charter measure 104,727 (complete, all 788 precincts) as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1931-03-27 p1 'DAWN OF NEW ERA FOR S.F.' — COMPLETE semi-official, all 788/788 precincts",,,1931-03-26
1931-11-03,Municipal,city,,228582,reused from nearest general (approximate),151351,certified / official canvass,66.2,151351,actual count as reported by the source,1931-11-04T03:00:00,100.0,,,1930-11-04 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1931-11-04 p1 'Complete Returns' — 'Total vote, 151,351' (1155/1155 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1931-11-04 p1 'Complete Returns' box: Mayor Rossi 76,550+Uhl 69,743+Darcy 1,408+Hines 620+Horr 514+Valentine 236=149,071 (largest single-seat)",,,1931-11-03
1932-05-03,Special,city,,,,136024,certified / official canvass,,136024,actual count as reported by the source,1932-05-04T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1932-05-04 p1 — Hetch Hetchy Bonds 136,024 (complete, all 1050 precincts) as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1932-05-04 p1 'S.F. RETURNS' — COMPLETE semi-official, all 1050/1050 precincts",,,1932-05-03
1932-08-30,Primary,city,,,,154352,single-contest floor (a lower bound on ballots cast),,154352,actual count as reported by the source,1932-08-31T03:00:00,100.0,,,,"SF Chronicle (NewsBank image scan via SFPL), 1932-08-31 p1 — Relief Bonds 154,352 (largest contest, all 1050 precincts) as citywide turnout floor","SF Chronicle (NewsBank image scan via SFPL), 1932-08-31 p1 'S.F. ELECTION RETURNS' — COMPLETE semi-official, all 1050/1050 precincts",,,1932-08-30
1932-11-08,General,city,,273487,as recorded for this election,227283,certified / official canvass,83.1,200912,actual count as reported by the source,1932-11-09T03:00:00,88.4,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 227,283 consistent (>= SOV SF President 223,197: Roosevelt 144,236+Hoover 70,152+Thomas 5,802). CA SoS Statement of Vote 1932, https://archive.org/details/statementofvote192639cali/page/n5","SF Chronicle (NewsBank image scan via SFPL), 1932-11-09 President SF sum=200912, 1050/1050 precincts, COMPLETE (""complete San Francisco vote"")",,,1932-11-08
1933-04-11,Special,city,,273487,reused from nearest general (approximate),99381,certified / official canvass,36.3,99381,actual count as reported by the source,1933-04-12T03:00:00,100.0,,,1932-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1933-04-12 p1 — printed total ballots cast 99,381 (all 798 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1933-04-12 p1 'S.F. Votes Pay Cut' — COMPLETE, all 798/798 precincts",,,1933-04-11
1933-06-27,Special,city,,273487,reused from nearest general (approximate),150068,news-derived complete count,54.9,150068,actual count as reported by the source,1933-06-28T03:00:00,100.0,,,1932-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1933-06-28 p1 — printed SF total vote 150,068","SF Chronicle (NewsBank image scan via SFPL), 1933-06-28 p1 ELECTION EXTRA — COMPLETE semi-official (excl 3,008 absentees pending)",,,1933-06-27
1933-11-07,Municipal,city,,273487,reused from nearest general (approximate),161599,news-derived complete count,59.1,161599,actual count as reported by the source,1933-11-08T03:00:00,100.0,,,1932-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1933-11-08 p1 — total vote cast 161,599 (Registrar semi-official, all 912 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1933-11-08 p1 'Final Returns' box: City Attorney O'Toole 90,110+Van Ness 50,757=140,867",,,1933-11-07
1933-12-19,Special,city,,273487,reused from nearest general (approximate),98955,single-contest floor (a lower bound on ballots cast),36.2,98955,actual count as reported by the source,1933-12-20T03:00:00,100.0,,,1932-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1933-12-20 p4 — SF measure total 98,955 (complete, 912/912 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1933-12-20 p4 'State Election Table' — COMPLETE, SF County 912/912 precincts",,,1933-12-19
1934-11-06,General,city,,290683,as recorded for this election,225977,certified / official canvass,77.7,220795,actual count as reported by the source,1934-11-07T03:00:00,97.7,,,SF Dept. of Elections historical turnout table (1899-2019),"CA Secretary of State, 'Statement of Vote, General Election November 6, 1934'","SF Chronicle (NewsBank image scan via SFPL), 1934-11-07 p1 EXTRA 'MERRIAM WINS EASILY'",,,1934-11-06
1935-05-02,Special,city,,290683,reused from nearest general (approximate),130526,single-contest floor (a lower bound on ballots cast),44.9,130526,actual count as reported by the source,1935-05-03T03:00:00,100.0,,,1934-11-06 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1935-05-03 p1 — largest charter amendment 130,526 (complete, all 828 precincts) as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1935-05-03 p1 'ELECTION RETURNS (Complete)' — COMPLETE, all 828/828 precincts ('all of the city's 828 precincts counted')",,,1935-05-02
1935-11-05,Municipal,city,,290683,reused from nearest general (approximate),185568,news-derived complete count,63.8,185568,actual count as reported by the source,1935-11-06T03:00:00,100.0,,,1934-11-06 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1935-11-06 p1 'Election Returns' — Mayor complete 'Total vote 185,568', all 1065 precincts (semi-official)","SF Chronicle (NewsBank image scan via SFPL), 1935-11-06 p1 'Election Returns' box — complete semi-official, all 1065/1065 precincts election night",,,1935-11-05
1936-11-03,General,city,,314990,as recorded for this election,269387,certified / official canvass,85.5,242619,actual count as reported by the source,1936-11-04T03:00:00,90.1,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 269,387 consistent (>= SOV SF President 265,001: Roosevelt 196,197+Landon 65,436+Browder 1,366). CA SoS Statement of Vote 1936, https://archive.org/details/statementofvote192639cali/page/n","SF Chronicle (NewsBank image scan via SFPL), 1936-11-04 PRESIDENT SF sum=242619, 1055/1055 precincts, COMPLETE",,,1936-11-03
1937-03-09,Special,city,,314990,reused from nearest general (approximate),150584,certified / official canvass,47.8,150584,actual count as reported by the source,1937-03-10T03:00:00,100.0,,,1936-11-03 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1937-03-10 p1 — printed complete total vote 150,584 (all 1055 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1937-03-10 p1 'Election Returns' — COMPLETE, all 1055/1055 precincts",,,1937-03-09
1937-11-02,Municipal,city,,314990,reused from nearest general (approximate),171570,single-contest floor (a lower bound on ballots cast),54.5,171570,actual count as reported by the source,1937-11-03T03:00:00,100.0,,,1936-11-03 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1937-11-03 p1 — Prop 1 171,570 (largest contest, all 1055 precincts) used as citywide floor","SF Chronicle (NewsBank image scan via SFPL), 1937-11-03 p1 'Final Returns' — COMPLETE semi-official, all 1055/1055 precincts election night",,,1937-11-02
1938-09-27,Special,city,,340739,reused from nearest general (approximate),149266,certified / official canvass,43.8,149266,actual count as reported by the source,1938-09-28T03:00:00,100.0,,,1938-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1938-09-28 p11 — printed complete total vote 149,266 (all 1655 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1938-09-28 p11 'Complete Election Returns' — COMPLETE semi-official, all 1655/1655 precincts",,,1938-09-27
1938-11-08,General,city,,340739,as recorded for this election,257597,certified / official canvass,75.6,242948,actual count as reported by the source,1938-11-09T03:00:00,94.3,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 257,597 consistent (>= SOV SF Governor 248,035: Olson 132,346+Merriam 111,046+Haight 3,843). CA SoS Statement of Vote 1938, https://archive.org/details/statementofvote192639cali/page/n849","SF Chronicle (NewsBank image scan via SFPL), 1938-11-09 Governor SF sum=242948, 1055/1055 precincts, complete",,,1938-11-08
1939-05-19,Special,city,,340739,reused from nearest general (approximate),173881,certified / official canvass,51.0,173881,actual count as reported by the source,1939-05-20T03:00:00,100.0,,,1938-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1939-05-20 p1 — printed total vote 173,881 (complete, all 1055 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1939-05-20 p1 — COMPLETE, all 1055/1055 precincts",,,1939-05-19
1939-11-07,Municipal,city,,340739,reused from nearest general (approximate),285745,certified / official canvass,83.9,285745,actual count as reported by the source,1939-11-08T03:00:00,100.0,,,1938-11-08 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1939-11-08 p1 'In the City' — 'The total vote of 285,745 was the largest in the city's history'","SF Chronicle (NewsBank image scan via SFPL), 1939-11-08 p1 ELECTION EXTRA 'Here's How San Francisco Balloted' — complete semi-official, all 1084/1084 precincts election night",,,1939-11-07
1940-05-07,Special,city,,383845,reused from nearest general (approximate),155367,single-contest floor (a lower bound on ballots cast),40.5,155367,actual count as reported by the source,1940-05-08T03:00:00,100.0,,,1940-11-05 general-election registration (SF DOE historical turnout table),"SF Chronicle 1940-05-08 complete semi-official returns, two-party ballots sum (news-derived final)","SF Chronicle via NewsBank page image (SFPL ezproxy), 1940-05-08 p8 'The Vote in S.F. / FDR Has a Margin Here' + p1-jump (operator-attended read 2026-07-08): 'Semi-official complete returns of San Fran",,,1940-05-07
1940-11-05,General,city,,383845,as recorded for this election,315518,certified / official canvass,82.2,300729,actual count as reported by the source,1940-11-06T03:00:00,95.3,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 315,518 consistent (>= SOV SF President 311,878: Roosevelt 185,607+Willkie 122,449+Browder 1,935+Thomas 1,513). CA SoS Statement of Vote 1940, https://archive.org/details/stateofcaliforn19","SF Chronicle (NewsBank image scan via SFPL), 1940-11-06 President SF sum=300729, 1103/1103 precincts, complete",,,1940-11-05
1941-11-04,Municipal,city,,383845,reused from nearest general (approximate),210351,news-derived complete count,54.8,210351,actual count as reported by the source,1941-11-05T03:00:00,100.0,,,1940-11-05 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1941-11-05 p1 'S.F. Election Results' box — 'Total vote—210,351' (complete semi-official, 1111/1111 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1941-11-05 p1 FINAL ELECTION EXTRA 'S.F. Election Results' box — complete semi-official, 1111/1111 precincts election night",,,1941-11-04
1942-06-09,Special,city,,367352,reused from nearest general (approximate),139184,certified / official canvass,37.9,139184,actual count as reported by the source,1942-06-10T03:00:00,100.0,,,1942-11-03 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1942-06-10 p1 — printed official total vote cast 139,184 (complete, all 1187 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1942-06-10 p1 'Raid Bonds Win' FINAL Morning Edition — COMPLETE OFFICIAL count, all 1187/1187 precincts (Registrar Cameron King)",,,1942-06-09
1942-11-03,General,city,,367352,as recorded for this election,230129,certified / official canvass,62.6,222079,actual count as reported by the source,1942-11-04T03:00:00,96.5,,,recovered canvass records (data/sf_archival_canvass_points.csv),"DOE turnout 230,129 consistent (>= SOV SF Governor 226,560: Warren 120,979+Olson 103,888+Porter 1,178+Dyster 514). CA SoS Statement of Vote 1942, https://archive.org/details/stateofcaliforn194050cali/","SF Chronicle (NewsBank image scan via SFPL), 1942-11-04 Governor SF sum=222079, 1187/1187 precincts, complete",,,1942-11-03
1943-04-20,Special,city,,367352,reused from nearest general (approximate),140840,single-contest floor (a lower bound on ballots cast),38.3,140840,actual count as reported by the source,1943-04-21T03:00:00,100.0,,,1942-11-03 general-election registration (SF DOE historical turnout table),"SF Chronicle (NewsBank image scan via SFPL), 1943-04-21 p1 — Market St Railway bond total vote 140,840 (all 1187 precincts)","SF Chronicle (NewsBank image scan via SFPL), 1943-04-21 p1 'Street Car Bonds Defeated' FINAL Morning Edition — COMPLETE semi-official, all 1187/1187 precincts",,,1943-04-20
